gene,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10
REN,-141.61516,33.01509,0.70787,3.27382,-6.88705,-5.36226,3.76585,-1.02644,-7.26904,-4.22065
RENBP,-79.79315,-14.3657,-21.66744,2.03196,-4.06956,9.27821,3.18704,4.23966,8.43704,7.52001
REPIN1,77.24627,-3.4418,-9.65355,-1.07261,-6.96544,-1.01961,1.92122,2.13029,-0.52986,0.33649
REPS1,51.64214,-0.38199,-5.95228,-2.42227,4.30034,1.20964,1.23747,-0.73894,1.25412,-0.91836
REPS2,-25.86499,21.86139,5.45264,-6.93042,4.40039,4.83071,7.32504,5.29559,-4.25381,-0.03215
RER1,74.87917,0.03745,0.00847,1.70868,-0.81481,0.91834,-0.62569,2.2217,0.41195,0.59421
RERE,70.04998,-4.89235,-5.94158,-5.3069,-0.36762,0.7107,0.56542,2.90903,0.7051,2.15346
RERG,-74.47704,-0.9488,-4.03797,-17.28274,-0.88581,-9.50165,1.83525,12.05652,-13.44606,-6.98498
REST,55.07346,1.05969,-3.66912,3.38567,1.39558,2.69057,-4.73522,2.53952,-0.78543,2.61645
RET,-89.92566,-19.39171,-8.41665,-22.95984,13.75057,-6.99594,2.67916,-3.89754,-20.20557,-14.28443
RETSAT,55.59727,5.63918,-1.21439,2.91906,-5.25478,0.08222,-0.28478,3.30695,1.50215,-0.98195
REV1,49.69472,-1.42153,-3.65358,0.57008,2.35949,1.12842,1.80888,-1.47044,0.1045,-0.00187
REV3L,54.87914,-6.24903,-4.48955,-1.2991,1.83163,2.60808,0.88369,1.49114,0.86728,-1.21094
REXO1,46.43951,-3.48838,-5.08157,-0.66527,2.19675,5.26847,-0.05619,-1.20075,0.11842,-2.04153
REXO2,58.04103,0.48211,2.80986,3.59821,-3.62315,-3.188,0.22812,-1.51748,-0.75802,-1.68562
REXO4,49.95744,-1.07775,-5.05187,1.07986,1.24215,-1.9623,0.57719,-0.82112,1.39117,-0.26728
RFC1,72.16259,-4.48412,-4.94686,1.65284,1.01239,-1.43927,-0.07112,-0.88406,0.58784,1.28777
RFC2,54.47636,-3.36588,-3.54113,2.26931,0.13924,-5.46588,-0.75217,0.95368,1.63848,-1.35124
RFC3,56.71184,-3.39365,-8.74416,1.33035,0.7873,-7.56429,1.92839,-1.19388,1.12607,-0.86554
RFC4,53.7586,-2.33567,-5.06443,1.1872,2.47299,-5.43333,-1.06898,-1.24682,1.85223,0.01998
RFC5,51.70981,-1.85147,-4.78913,0.91693,-0.07289,-4.96553,-0.95212,-2.26813,1.96095,-0.10553
RFESD,-42.53816,-0.92483,-3.78761,4.6493,3.60023,-0.14352,1.44067,-2.61518,-0.95746,-6.62715
RFFL,29.22187,6.823,-2.91685,2.05054,-4.84821,1.06363,-0.8175,-1.35261,-0.45791,-1.42033
RFK,40.27782,0.16304,-3.96064,-1.22633,-3.3071,-1.22991,-1.4144,-2.6579,0.73485,-2.32314
RFLNA,-94.46813,-6.79346,4.38976,-9.05177,-18.21134,13.87551,11.06785,-6.37806,-13.24514,5.22691
RFLNB,8.89968,-29.09642,23.49782,5.34802,14.25627,7.46098,-17.12111,-8.39733,1.27481,-6.00714
RFNG,32.97079,-2.16668,-1.65385,-2.3118,0.27742,5.34075,0.82998,0.78375,-1.5243,0.53225
RFT1,38.85802,-1.09917,-3.74349,4.82956,-1.00621,-3.00098,-0.83441,-1.29589,1.87304,-0.23727
RFTN1,-14.08196,-29.48761,9.64228,29.80168,9.94658,-16.94961,5.55049,-4.53451,-12.31501,-6.48692
RFTN2,-72.52244,-6.20475,1.17402,0.04838,3.34037,2.37521,0.58184,7.22746,10.00214,3.05792
RFWD2,49.13141,-0.66496,-6.91836,0.38907,0.92545,-0.66828,0.63167,1.55355,-0.21433,0.85048
RFWD3,75.32774,-2.59972,-3.80082,1.83954,1.13174,-3.54728,-0.92053,-2.72082,1.50701,-1.53782
RFX1,17.77541,-1.58531,-3.67962,-0.80345,1.35789,5.44441,-0.89695,0.01878,-2.25782,-1.84429
RFX2,4.60484,-0.06029,-0.45156,0.43896,5.10227,5.45845,-1.88616,-2.32997,-2.70234,0.24322
RFX3,6.84697,-6.99457,-12.3029,-3.46882,0.45768,5.35796,3.45975,-3.83054,2.61901,2.63027
RFX5,61.01466,-6.01751,-9.77222,1.99026,0.84593,-1.32549,-2.06071,0.81155,-0.12633,-0.02095
RFX6,-173.11902,9.4444,-7.66185,-3.77268,-8.16972,-8.19608,2.35947,-0.48827,5.70211,-2.7311
RFX7,48.92486,-7.91022,-9.10785,-1.3748,1.29752,0.60589,0.79759,-0.94179,0.79744,-0.30676
RFX8,-131.18099,-4.01666,18.22977,38.14311,-0.59167,6.45596,9.99254,-5.62083,-9.52827,-2.00516
RFXANK,40.5397,-2.14825,-5.8793,3.20592,0.93827,-1.64427,-1.89493,1.77262,-0.00514,0.00738
RFXAP,0.6761,-5.53052,-11.23906,1.03232,3.77816,4.64577,0.90194,-1.47106,-0.35977,-0.05056
RGAG4,-58.25398,-36.52893,6.83699,-15.94113,0.64287,-5.76833,-8.64693,-3.98506,-2.26848,6.82548
RGCC,-75.21505,21.2243,-1.36434,15.18678,10.63688,3.81737,3.40944,-7.90436,3.32373,5.08448
RGL1,-2.45776,-22.18473,6.48663,-2.48045,-7.65959,6.77374,6.39796,4.80193,0.70723,11.90168
RGL2,52.51873,1.2384,-1.60197,-1.34117,0.5817,-0.32283,0.80519,5.28143,-5.00245,-2.51297
RGL3,-41.60321,25.70362,11.98183,0.19294,-34.71573,-7.63444,-6.66238,2.44065,-15.72088,2.56267
RGL4,-82.68822,-1.98258,-12.8741,13.34179,-3.20419,-20.85545,0.97717,-2.43196,0.98495,-1.15497
RGMA,-66.39474,-4.07664,2.18578,-13.11716,15.04884,0.01198,0.99838,8.97455,0.27802,2.29272
RGMB,13.76285,-4.57994,10.79151,-9.58487,-5.56433,15.44614,8.74747,1.26623,-0.77152,-7.70509
RGP1,62.42536,0.13383,-0.69425,-1.22566,1.30885,1.27576,2.62166,1.67618,-0.89902,-1.38594
RGPD5,-68.80281,2.26661,-1.94395,-4.97193,-1.57031,10.52367,-4.84439,0.02039,-0.25925,-2.24169
RGPD8,-56.26896,-1.95069,0.95282,-2.17386,0.29682,3.09043,-7.61709,-3.27906,2.3573,-0.72395
RGS1,-157.27055,-9.65884,-26.34246,35.98107,0.19116,-13.68196,-2.98317,3.95032,11.20757,0.87536
RGS10,20.79032,1.7973,-5.11712,4.53598,7.04758,2.23134,-6.51352,-4.67607,-1.04652,-5.52801
RGS11,-81.11339,6.259,3.07661,-20.27641,-8.01617,4.22719,-3.08601,-3.334,-12.49606,-4.41118
RGS12,30.11425,-4.76602,7.67157,-7.9763,1.60058,4.58406,1.82991,0.35319,-0.1122,0.05673
RGS13,-160.76779,-10.67004,-27.40541,17.70685,5.03479,-10.80045,4.13456,-3.07884,2.75632,-2.63523
RGS14,0.86008,-0.17605,-9.37522,6.47655,0.91459,2.7109,0.21944,-3.98044,0.29668,6.33762
RGS16,-38.19548,-7.97537,-37.94614,-8.49666,6.51175,4.32626,10.08418,5.822,2.4517,3.1618
RGS17,-41.6073,-18.90591,8.74526,2.88141,-10.12995,-9.3257,6.98139,-9.36135,5.72701,4.04423
RGS18,-166.0774,-5.99128,-19.38529,33.45773,7.98955,-6.26608,-6.54489,-0.03622,-1.05037,6.38934
RGS19,16.08754,-2.33271,-3.99092,7.86374,6.21942,1.50073,-5.51873,-1.83717,-2.73344,-2.55404
RGS2,-5.15188,-4.36524,-1.62465,0.47438,-1.51255,-2.97415,7.29435,-6.69168,11.46952,4.80727
RGS20,-33.76624,2.04874,29.96437,13.91613,12.83518,-6.86144,-12.19399,-9.18625,9.91679,-6.32334
RGS3,34.36466,1.63366,9.25179,-1.78838,-8.97345,3.65606,4.51025,5.43197,-6.59726,1.62548
RGS4,-78.30731,-47.86415,27.28044,0.93,-16.65984,-0.23587,28.61351,-17.48442,-9.92134,-3.32761
RGS5,-32.76098,-26.44984,-2.38963,-12.96428,-6.78603,4.44996,6.68671,-12.57751,-3.03391,-7.7807
RGS6,-125.53813,20.20085,-10.57006,2.87787,15.55699,8.74647,2.7187,11.6714,9.17399,10.66322
RGS7,-117.24987,-4.80918,19.49878,-0.83118,-5.53839,-7.02176,10.48414,-12.72709,-8.74929,-7.1608
RGS8,-162.24132,-18.56024,-20.2663,-0.05949,3.29529,-6.3362,11.95726,4.62235,-6.14723,-7.65097
RGS9,-83.72842,-13.54934,1.16008,1.34978,4.3384,9.83396,0.38024,-7.97981,-3.43804,-1.73627
RHAG,-175.84635,1.58268,-5.91797,4.77119,-6.4218,-9.41275,-4.39406,-2.3709,5.04862,-1.15239
RHBDD1,32.82952,0.22112,-6.3123,2.33443,0.17598,3.97506,-1.07345,0.25651,1.17363,0.73615
RHBDD2,52.52636,0.09589,-0.09434,-3.17231,0.45656,2.32976,1.19822,3.52057,1.37394,0.60686
RHBDD3,31.67102,-3.21877,-3.74596,-1.50535,1.26188,-2.64364,-0.59663,2.47624,1.59798,-1.01746
RHBDF1,29.317,17.64667,20.17836,-4.17938,-10.13977,6.20042,-3.38743,7.41354,-0.29348,-6.15504
RHBDF2,36.46367,7.60701,2.03923,5.27728,0.37833,5.46257,-3.51362,-1.35082,0.7042,0.17107
RHBDL1,-34.32022,3.49102,-7.89988,-5.49788,1.94594,10.51841,0.17123,0.79509,-0.2747,-4.42357
RHBDL2,-61.23646,29.1849,21.607,9.86337,3.56065,-4.2622,6.93465,3.56973,-14.24435,3.12028
RHBDL3,-88.32147,-27.51188,9.15983,-15.02054,4.05597,3.04319,-11.52406,0.97338,-3.94106,-0.33252
RHBG,-103.84159,10.49604,-9.94567,-20.68187,4.68994,7.65324,4.4694,4.42315,-7.27438,-6.12374
RHCG,-131.15854,11.42402,2.01949,-6.98746,7.50763,-6.91666,-4.7022,-9.30915,2.41298,-2.8422
RHEB,78.76515,-2.83127,1.46038,1.95483,-4.87004,-3.93862,1.0092,0.29981,-0.0997,-0.61965
RHEBL1,-34.41284,-5.09876,-6.90392,5.49168,0.77092,2.14182,-1.32851,-5.79895,2.67805,-6.61018
RHNO1,48.31164,-1.31015,-2.39892,0.81363,0.33189,-4.70408,-1.82688,-1.10308,0.65303,-0.08516
RHOA,116.6507,-4.16807,-2.47083,4.66634,-3.07844,-3.17402,-0.41122,0.19553,-0.86369,1.12658
RHOB,50.88935,5.93096,11.79912,-17.25152,-9.26874,-1.83541,1.87225,7.90751,-0.45993,-3.19023
RHOBTB1,-3.80769,-11.40967,16.83384,-13.0622,-10.95708,0.92012,6.37481,4.05486,-2.29937,3.40944
RHOBTB2,29.78517,-4.98615,-3.08782,2.42043,3.83237,-1.41014,0.16199,-0.16449,-1.71661,-2.77725
RHOBTB3,76.98402,2.28165,17.66571,-8.92926,-1.54352,1.919,10.18642,0.46773,-0.30695,0.79748
RHOC,75.59768,5.8246,16.53364,2.07959,-9.36282,-1.08282,-1.60095,4.34652,-0.35251,-2.96039
RHOD,-33.20598,71.63396,14.84443,-12.76488,10.43767,-12.40828,-8.44796,-2.19993,-5.71091,1.29327
RHOF,-5.21767,18.39244,-8.76478,-6.11042,-1.96946,16.01871,-11.64791,-15.26052,-6.17182,-0.91945
RHOG,35.52812,-0.06031,-2.23824,11.69613,0.41119,1.21538,-0.82,-1.35882,-0.37554,-2.00131
RHOH,-115.71648,-13.3466,-44.59245,15.92268,10.41812,1.71463,-9.35348,16.97092,-3.83598,8.24359
RHOJ,-135.92155,-32.028,27.92599,16.19736,-11.92798,12.43551,5.98742,17.51849,12.07767,0.44037
RHOQ,49.51953,-11.58272,0.32203,1.62258,-0.53193,3.86606,-3.0723,1.94609,2.57612,-1.5905
RHOT1,49.55987,-1.19456,-5.28999,-1.03377,1.36023,2.25166,-0.25326,1.61489,-0.26754,-0.03866
RHOT2,67.82517,-2.26708,-4.7334,-0.23411,0.56083,-0.26473,2.26707,0.75327,0.99731,-0.12971
RHOU,-16.58129,5.34041,-13.8649,-23.21899,-13.37851,5.20616,0.55549,-2.22118,-5.97332,4.90143
RHOV,-31.79317,38.21757,-2.79573,-17.41639,17.68227,-8.02707,-7.64098,2.93721,-6.1322,-1.84479
RHPN1,11.2322,17.73971,-12.63677,-11.5368,2.33619,3.05656,-14.33572,2.35086,-3.98087,4.43126
RHPN2,37.81328,17.41567,9.26669,-15.38495,-10.44398,-3.83581,-4.21216,1.31731,0.0014,-2.08716
RIBC1,-66.143,1.03723,-4.52568,-1.68779,-3.18981,-0.03737,-4.26697,4.74324,-4.6541,-3.2907
RIBC2,-64.97716,15.50242,-0.7594,-11.00922,2.91447,-13.23254,-10.16639,1.94494,-1.64229,2.54713
RIC1,47.74363,-5.02018,-4.67534,5.42964,6.09616,2.26323,0.30903,0.05488,-1.56163,0.80123
RIC3,-105.60065,-13.52325,-2.42874,-11.15501,11.97023,-9.26436,11.26337,-6.14821,-1.47795,-1.97216
RIC8A,74.44977,-3.27558,1.90936,5.93694,-1.36136,-2.52625,-0.2963,-1.24452,0.02499,-1.35303
RIC8B,22.53789,-6.11374,1.12392,-3.45004,-3.67024,1.82736,-1.19859,-1.00462,0.1375,0.05005
RICTOR,59.01069,2.69887,-3.12844,0.94855,4.11218,3.77358,1.63392,-0.48511,-0.39974,-0.38837
RIDA,22.66548,1.19478,-5.24448,0.21619,-0.46349,-2.06303,-3.58773,-0.10584,1.90175,1.09302
RIF1,80.94977,-4.3822,-3.98251,-1.31116,0.47459,0.51122,-0.0619,-1.97432,0.98428,1.6339
RILP,-29.34394,14.17055,3.74269,5.01117,-6.39914,5.51948,-7.93291,-2.99542,-1.28426,-5.49419
RILPL1,3.69914,0.70515,17.81788,-12.62336,-1.58002,5.14164,-2.53655,0.90098,0.98539,-6.86386
RILPL2,18.62923,-1.73274,-4.87322,9.40241,1.27541,3.02254,-3.71476,-1.66727,-1.54882,-1.2834
RIMBP2,-123.3031,-17.64136,-24.74819,-28.5371,-4.21671,12.51194,29.83565,-17.43384,5.71071,2.23416
RIMKLA,-46.42287,1.9574,-17.65075,-21.45736,-14.49211,-5.26375,-6.22167,-8.1864,2.09385,-6.78572
RIMKLB,28.77734,-13.51018,17.96402,-7.04609,20.65095,-13.82709,-6.59296,-4.86256,2.62628,9.67874
RIMS1,-119.61585,-14.7978,14.09914,-5.69906,3.54672,-7.51149,1.19707,2.96868,-8.23244,3.64625
RIMS2,-49.42997,-8.97875,4.36863,-11.13447,21.77162,-11.06627,2.29517,-11.91526,4.54953,-10.85279
RIMS3,1.95531,-17.44931,-16.6835,-13.26441,8.12757,6.35286,-0.03114,-2.38952,-8.74046,-0.10176
RIMS4,-96.19447,-23.78531,0.73045,-43.74788,11.60762,-27.13356,-17.83671,-9.54353,-3.00922,-5.83778
RIN1,9.69679,10.44295,18.71568,9.12387,-7.33759,9.98381,0.96757,-9.48883,-0.03375,-9.89
RIN2,22.25959,26.33973,36.9607,2.38677,-7.11297,3.22877,0.49134,3.17304,-2.43982,7.05049
RIN3,-4.31857,11.87998,25.9901,22.12403,-4.29566,5.56682,-7.63622,-6.53166,-0.61836,2.8942
RING1,46.76429,-3.01777,-1.86846,1.4256,2.33641,-1.56879,-0.15809,2.92051,-0.88685,-0.31475
RINL,-33.96293,1.46294,-21.44074,6.11043,-0.58774,1.7219,-2.74311,-2.35794,-4.25453,6.68592
RINT1,42.1333,-2.18476,-2.96402,2.3728,-1.40223,0.26801,-0.02338,1.69201,1.64934,-2.74675
RIOK1,42.78875,-2.96679,-7.5199,0.47206,1.80182,-2.06199,-0.60898,-0.90655,2.48932,-1.68109
RIOK2,36.58563,-3.59107,-5.1348,3.44637,-2.27954,-1.26797,-0.32062,-0.65902,0.86738,-1.91277
RIOK3,64.35259,3.64816,-1.83867,3.67318,1.21873,0.72912,3.02508,-0.42374,0.3535,1.21502
RIOX1,14.1196,6.55596,-8.70216,2.05945,4.80153,-3.25912,-3.22992,-3.1855,2.02998,-1.63585
RIOX2,45.2142,2.27671,-3.81846,0.3197,0.84607,-0.3822,0.05077,-0.18661,2.81811,-3.86017
RIPK1,42.87186,0.96898,1.45396,5.34001,-2.39984,-0.23692,-1.50936,3.24141,-1.34452,-0.99372
RIPK2,36.11023,5.06085,-0.0999,5.75392,-1.66703,0.07241,-4.34104,0.41886,-1.93597,-0.53603
RIPK3,-128.38002,43.68724,-28.26298,17.6092,-6.50622,-2.15481,9.03519,-6.69143,-8.97606,18.64943
RIPK4,2.99012,43.01604,29.14836,-12.22647,-3.59196,-3.16077,-13.2323,10.38466,11.29011,4.74327
RIPPLY3,-106.431,11.44386,3.03213,-20.30788,4.2271,-3.77761,-6.74613,-1.64619,-11.01851,10.6847
RIT1,38.56821,-0.5831,1.03379,0.9,1.28768,-0.74365,-0.66898,3.49013,-0.08559,1.14362
RITA1,35.68829,-0.5495,-4.89082,1.0508,-1.52985,-0.94536,-1.16229,0.44828,-0.30019,-2.37051
RLBP1,-165.09952,3.35217,-5.61554,8.80646,-13.18228,7.42027,0.82813,6.62596,15.04148,-5.55987
RLF,46.06426,-1.96206,-2.91523,0.6954,3.99363,2.23363,0.76452,1.87965,-1.06224,0.26668
RLIM,73.31159,-3.61201,-2.48974,-1.79627,1.21891,2.13895,1.24915,-0.17609,-0.16016,0.70168
RMDN1,48.36257,-1.58385,-4.80413,2.75929,0.39499,-1.12907,-0.42937,1.44027,0.22882,-1.71478
RMDN2,-26.58672,-0.83985,4.15106,0.73453,0.03671,2.16031,-1.6423,-2.79649,5.41026,0.99944
RMDN3,46.44857,-0.38008,-2.83383,1.16139,-1.29385,-2.21691,1.84296,1.33612,0.75967,0.71999
RMI1,34.83298,-2.67953,-5.54814,0.33602,2.27249,-1.99186,0.52622,0.27059,-0.39443,-0.686
RMI2,21.15948,1.6222,-9.42158,1.74702,3.028,-3.04413,1.36151,0.52231,-1.6099,-0.8211
RMND1,26.42461,-3.03318,-5.17082,0.6501,-2.35285,-0.617,-0.46542,-1.13353,1.02253,-2.0039
RMND5A,65.98982,-0.65468,-12.89228,-5.48072,3.58287,1.75619,-0.32996,0.58063,0.75502,2.56935
RMND5B,44.07263,-0.06576,-7.80758,-1.79993,1.00579,-2.94562,-1.10718,2.84188,-0.31169,-0.40977
RNASE1,-122.03699,38.68653,-1.47762,15.39747,-17.25032,-2.25213,14.29999,6.71929,4.84976,3.68329
RNASE10,-49.92176,6.65427,-1.24374,-1.89328,9.81693,4.22857,-2.50574,0.57245,2.39798,-5.22771
RNASE2,-185.26061,1.44752,-14.21624,26.29524,-0.84207,-7.94336,-5.43296,-1.12036,-4.11438,-1.26953
RNASE6,-172.13991,11.92123,-28.19799,23.45266,-5.77006,6.58891,0.39827,3.09648,1.1258,7.13228
RNASEH1,45.8763,-3.7931,-3.36989,0.63196,-0.53955,-3.34557,-0.64813,-2.15328,2.0358,-2.26628
RNASEH2A,49.65418,-4.50827,-3.25599,2.79597,0.79437,-7.1226,-0.48309,-0.07057,-0.13415,-2.13944
RNASEH2B,35.47127,-3.23712,-10.56623,4.94898,2.69015,0.63134,2.72932,-3.04892,1.14093,1.48646
RNASEH2C,38.97951,-4.94431,-3.42764,3.77275,1.75754,-3.41841,0.29655,-1.10827,0.54135,-0.23427
RNASEK,-9.57571,1.46426,-2.5737,7.36112,-1.84501,-0.64927,-4.17784,-0.46003,0.85022,-4.21066
RNASEL,-2.42,6.09548,-2.56937,8.49216,5.66438,3.92943,4.19019,9.61328,-2.13746,4.68561
RNASET2,21.51652,10.58806,-11.68146,3.11662,-3.24187,2.20573,-3.67926,0.03042,-3.73438,5.86772
RND1,-49.16955,11.55487,-13.58353,-0.53516,0.85433,-3.63117,-0.57077,0.96644,-4.50385,0.55082
RND2,-67.71067,-24.78297,-0.05671,-21.30405,1.16325,-1.4415,-6.6689,-7.5407,-5.42537,10.12959
RND3,49.51753,15.2894,35.14486,-7.48274,-5.18786,-1.76897,9.41532,0.47563,4.13968,-2.99158
RNF10,84.08425,-0.65941,-3.94822,-0.25325,-0.07723,-0.73365,0.37448,0.59569,-0.78012,1.83471
RNF103,35.59457,3.15245,-5.00447,-3.25885,-1.74017,4.43903,0.00846,4.45846,-2.8684,0.16966
RNF11,65.26723,-2.24085,7.29914,-1.22029,-1.238,1.60268,-0.38573,4.45478,-2.96004,-1.35596
RNF111,47.9791,-1.27978,-2.25135,1.24642,0.86896,0.44926,1.05395,-0.35735,-0.8131,-1.01439
RNF112,-84.03255,-8.25968,3.72894,-13.33069,7.59973,11.19705,12.57339,-3.77962,-5.97957,-6.62639
RNF113A,12.02522,0.13739,-8.17973,4.50363,1.43023,2.32882,2.26335,1.08621,-0.08128,-1.98778
RNF114,72.62814,0.69907,-2.77165,0.90053,0.30407,-0.4348,1.4218,3.15722,-0.80087,-0.43983
RNF115,54.34854,-3.7602,-3.49132,-0.24501,1.00058,0.26483,-0.66385,2.37591,-2.14991,1.42736
RNF121,36.74411,1.09957,1.20134,1.31884,0.98651,-3.31148,1.17113,-0.16516,0.33206,-0.46398
RNF122,-29.92737,-16.02898,-10.89581,0.81469,1.47906,4.63604,-2.26381,-0.75987,-2.66169,1.87241
RNF123,42.76087,-4.06987,-5.94635,1.7205,-1.22159,3.4524,-0.92367,0.63139,0.98557,-1.49989
RNF125,-34.02704,3.2424,-15.65301,0.1165,-5.88433,10.16308,-10.21388,1.80884,13.82722,-5.16185
RNF126,45.20178,-1.86226,-5.75164,0.51992,0.95856,4.59027,0.59793,-1.80739,1.62141,-1.59639
RNF128,-59.17519,44.63548,8.45928,-1.97769,-19.05676,6.4816,9.11441,11.23086,31.74771,1.62143
RNF13,48.15703,4.89212,-2.57584,0.43283,1.40948,-0.45477,0.94703,1.3274,1.90717,-1.53105
RNF130,39.20362,-3.48532,8.99695,-9.63006,-3.37073,3.86109,-4.2497,1.62111,0.93074,2.25179
RNF135,3.98741,20.33801,2.25295,20.4621,2.73394,3.41093,-11.2408,7.63712,-0.54227,-4.46459
RNF138,42.116,-4.22218,-9.43715,1.79437,1.60315,0.35517,-0.4695,-1.81351,1.74309,-0.94426
RNF139,49.05098,1.47532,-5.0042,-0.0138,3.12822,-1.55138,-0.30306,2.96711,-0.60547,-0.50782
RNF14,52.7967,-3.25757,-0.17031,2.03694,-2.42928,-2.55307,-1.8414,2.91488,0.14849,-1.85479
RNF141,46.44147,5.48218,-1.43076,-1.68144,0.81465,2.17179,1.16012,1.07823,0.22316,3.37205
RNF144A,-5.20451,-26.69878,-5.67596,-8.34213,-10.95401,4.03579,-2.98096,3.39546,-0.03532,5.80104
RNF144B,-13.76273,26.66674,8.86722,5.79882,20.46013,-7.83017,-1.25916,16.37605,-0.92014,2.49507
RNF145,78.11008,-3.97867,4.3113,0.78783,-0.74715,1.42504,2.3825,-1.82263,2.72795,0.92724
RNF146,33.98606,-4.09142,-3.25729,0.88918,0.60719,1.23664,1.02787,0.89714,-2.5934,1.20435
RNF149,46.25844,11.33085,-3.50822,-3.26388,-1.13518,-1.31104,-2.29578,-6.26823,3.99814,-0.49887
RNF150,-64.83014,-52.76632,24.23024,-21.14529,6.13018,-6.88873,3.32021,10.16998,1.32193,11.8799
RNF152,-41.17144,-8.82154,14.33783,-15.02652,21.42048,8.09072,18.82136,17.07334,-2.281,-8.26788
RNF157,0.13393,-14.88414,-0.80977,-17.58879,-20.78196,3.15903,-1.7285,-3.22983,7.48917,-0.61877
RNF165,-55.82726,-7.32301,5.24955,-21.58984,24.24205,-5.23096,6.04242,-4.23741,-5.54513,8.01153
RNF166,18.58061,-5.08413,-5.47201,1.94488,2.49278,5.20889,-1.77154,-2.61502,-1.16783,-1.13088
RNF167,63.88281,0.73907,-2.31261,1.9896,0.78841,-3.04088,-1.00812,1.61125,0.39325,-1.435
RNF168,47.32448,-1.20974,-5.62244,-1.36069,4.90437,0.46085,2.11617,1.284,-0.07607,-0.19092
RNF169,41.57148,-0.87059,-5.54938,-2.2062,5.21546,5.98551,-0.5923,-1.81012,-1.56552,-1.45196
RNF170,23.8716,-0.78932,-6.3626,0.85482,-1.84681,3.30768,-1.01269,-0.97984,-0.78921,1.92264
RNF175,-128.49116,-25.82184,6.94891,13.24017,13.24377,-1.63683,6.7435,6.1667,3.44531,13.40919
RNF180,-116.72958,-11.32571,21.49455,1.39659,6.37123,-7.67973,-7.53236,2.33959,4.50206,7.4898
RNF181,47.67569,0.86981,-0.65858,5.78913,-1.28455,-3.72837,-1.56423,0.80474,0.30447,-0.78921
RNF182,-61.23601,-38.61223,29.10106,-9.90163,-4.05341,4.88017,-7.15401,0.1381,2.39922,5.73884
RNF185,45.97697,-2.4028,-3.14056,0.08476,1.60892,1.32382,0.23692,2.86776,0.2235,-0.86024
RNF187,76.92994,-3.75751,-6.63762,-2.29381,2.42832,2.88914,-0.15909,4.3096,0.50764,0.57162
RNF19A,55.38127,1.52932,-3.33914,1.87554,2.48573,-0.83187,-1.43037,4.22324,-2.60863,0.94075
RNF19B,32.04741,6.90832,-2.79322,4.90816,1.83976,2.63773,-0.45126,-0.94925,3.01222,-2.43205
RNF2,33.59628,-5.05618,-3.88007,-0.5037,0.5461,1.04832,-1.68094,-3.61372,2.93422,1.68388
RNF20,61.6406,-3.94374,-0.82918,0.16645,2.07578,-0.89316,1.87637,0.10587,1.78945,-1.03289
RNF207,9.55323,17.05789,5.04445,-7.82325,-4.91822,0.96329,-3.49918,-11.56986,-3.12975,-1.66792
RNF208,-38.22539,3.98692,-10.44692,-18.1429,3.83071,12.71815,1.63093,3.01984,-7.7199,-0.34302
RNF212,-88.86922,2.90271,2.0074,-7.29267,4.80068,6.3494,-16.67007,-6.83798,-1.55085,1.85975
RNF213,98.5732,3.52176,2.49197,1.18248,-0.39309,2.53553,-0.16813,1.67885,-3.24546,3.35314
RNF214,28.11284,-2.65641,-5.67783,0.53323,-0.75286,2.03515,0.37807,-1.82856,-1.75745,-0.35125
RNF215,13.08934,-1.99672,5.48482,-0.79865,-2.03159,3.83498,-2.34449,-0.05278,-2.59865,-3.92533
RNF216,66.30969,-5.00522,-0.02233,1.17001,1.54615,3.02587,-1.13979,-0.15761,-0.33368,-1.10799
RNF217,3.39439,1.10085,40.94447,-9.14607,15.44807,-2.26652,-3.82314,5.28423,7.05534,9.99327
RNF219,26.33535,-1.80616,-7.01643,0.03036,3.12577,6.36918,1.14992,-1.19073,0.87567,0.17759
RNF220,64.3583,-2.09179,-5.21663,2.04694,0.79022,-1.66468,0.60952,-1.23588,0.47861,0.80543
RNF223,-98.8272,66.04611,-2.28158,-14.30074,9.54503,-4.24217,5.763,7.74849,-4.76525,-5.62417
RNF224,-89.3132,20.99017,-3.63305,-1.30169,-2.95396,-13.00586,2.41925,-0.02486,-4.05391,-3.14315
RNF24,43.72586,-6.59002,1.6595,1.65867,0.80812,2.9584,3.50125,5.03236,-5.59812,0.06741
RNF25,25.40175,-4.292,-0.58692,2.3128,-2.06246,-2.47018,-0.51747,0.28586,1.16736,-2.28727
RNF26,60.60344,-1.40215,-0.15936,1.30124,0.65346,-2.81493,-2.03268,-2.96767,-0.53264,0.05583
RNF31,32.45208,0.46451,-3.34556,1.54325,2.61148,-0.77321,0.20252,0.72047,0.34576,-1.58807
RNF32,-37.62236,6.87035,-13.5505,3.74938,-6.2601,-8.93507,-3.94115,-4.73979,5.80115,-1.09831
RNF34,45.26086,-3.05843,-5.07697,2.32759,-1.06976,-3.33902,1.12893,-1.72151,0.26071,-0.62988
RNF38,46.22684,-2.39448,-5.88904,0.50116,2.27041,1.00692,1.57996,0.14476,-2.74839,1.29849
RNF39,-50.60957,26.89737,-5.16555,4.60309,1.21951,-10.8259,6.36398,2.92246,-2.4176,-3.1654
RNF4,70.95109,-3.1668,-2.8984,2.49885,-0.77793,-1.79644,-0.63897,0.56595,0.29403,1.52133
